Business License,Business Name,Address,City,State,Zip Code,Location,Last Inspection Date
16FOOD-0012,Feast and Imbibe,1601 PAYNE ST #C,Evanston,IL,60201,"1601 PAYNE ST #C
Evanston, IL 60201
(42.056983, -87.694642)",04/13/2017
09FOOD-0284,Sigma Alpha Epsilon,2325 SHERIDAN RD,Evanston,IL,60208,"2325 SHERIDAN RD
Evanston, IL 60208
(42.060214, -87.677105)",04/13/2017
09FOOD-0285,Claire's Korner,1827 EMERSON ST,Evanston,IL,60201,"1827 EMERSON ST
Evanston, IL 60201
(42.052078, -87.698671)",04/14/2017
09FOOD-0247,Bluestone Restaurant,1932 CENTRAL ST,Evanston,IL,60201,"1932 CENTRAL ST
Evanston, IL 60201
(42.064323, -87.700131)",04/14/2017
09FOOD-0337,Steak 'N Shake #470,2209 OAKTON ST,Evanston,IL,60202,"2209 OAKTON ST
Evanston, IL 60202
(42.026456, -87.706802)",04/17/2017
09FOOD-0344,527 Cafe,527 DAVIS ST,Evanston,IL,60201,"527 DAVIS ST
Evanston, IL 60201
(42.045999, -87.678964)",04/18/2017
09FOOD-0214,Bat 17,1709 BENSON AVE,Evanston,IL,60201,"1709 BENSON AVE
Evanston, IL 60201
(42.048868, -87.683386)",04/18/2017
09FOOD-0245,Mt. Everest Restaurant,630 CHURCH ST,Evanston,IL,60201,"630 CHURCH ST
Evanston, IL 60201
(42.048151, -87.680391)",04/18/2017
15FOOD-0011,Koco Table Evanston Inc,720 1/2 CLARK ST,Evanston,IL,60201,"720 1/2 CLARK ST
Evanston, IL 60201
(42.049906, -87.681082)",04/14/2017
16FOOD-0006,Terra and Vine,1701 MAPLE AVE,Evanston,IL,60201,"1701 MAPLE AVE
Evanston, IL 60201
(42.048828, -87.684729)",04/19/2017
13FOOD-0060,Lyfe Kitchen,1603 ORRINGTON AVE,Evanston,IL,60201,"1603 ORRINGTON AVE
Evanston, IL 60201
(42.047009, -87.681394)",04/19/2017
09FOOD-0249,Prairie Moon,1502 SHERMAN AVE,Evanston,IL,60201,"1502 SHERMAN AVE
Evanston, IL 60201
(42.044805, -87.681919)",04/19/2017
14FOOD-0026,Sashimi Sashimi,640 CHURCH ST,Evanston,IL,60201,"640 CHURCH ST
Evanston, IL 60201
(42.048213, -87.680613)",04/20/2017
10FOOD-0050,Pete Miller's Steakhouse,1557 SHERMAN AVE,Evanston,IL,60201,"1557 SHERMAN AVE
Evanston, IL 60201
(42.045929, -87.681878)",04/20/2017
09FOOD-0132,Kikka,1640 CHICAGO AVE,Evanston,IL,60201,"1640 CHICAGO AVE
Evanston, IL 60201
(42.04677, -87.679407)",04/20/2017
09FOOD-0329,Whole Foods Market #314,1640 CHICAGO AVE,Evanston,IL,60201,"1640 CHICAGO AVE
Evanston, IL 60201
(42.04677, -87.679407)",04/20/2017
16FOOD-0032,AFC Sushi@Jewel Osco #3428,1128 CHICAGO AVE,Evanston,IL,60202,"1128 CHICAGO AVE
Evanston, IL 60202
(42.039455, -87.680467)",04/24/2017
14FOOD-0035,Gigio's Pizzeria,1001 DAVIS ST,Evanston,IL,60201,"1001 DAVIS ST
Evanston, IL 60201
(42.047053, -87.685086)",04/24/2017
09FOOD-0181,Sam's Club #6444,2450 MAIN ST,Evanston,IL,60202,"2450 MAIN ST
Evanston, IL 60202
(42.033664, -87.70746)",04/21/2017
15FOOD-0018,Table To Stix Ramen,1007 DAVIS ST,Evanston,IL,60201,"1007 DAVIS ST
Evanston, IL 60201
(42.047053, -87.68509)",04/24/2017
10FOOD-0007,Crossmark Events,2450 MAIN ST,Evanston,IL,60202,"2450 MAIN ST
Evanston, IL 60202
(42.033664, -87.70746)",04/21/2017
09FOOD-0151,Chili's Grill and Bar #859,1765 MAPLE AVE,Evanston,IL,60201,"1765 MAPLE AVE
Evanston, IL 60201
(42.049425, -87.684732)",04/21/2017
08FOOD-0189,Old Neighborhood Grill,2902 CENTRAL ST,Evanston,IL,60201,"2902 CENTRAL ST
Evanston, IL 60201
(42.064438, -87.714805)",04/24/2017
14FOOD-0016,Mumbia Indian Grill,1728 SHERMAN AVE,Evanston,IL,60201,"1728 SHERMAN AVE
Evanston, IL 60201
(42.049516, -87.681794)",04/25/2017
09FOOD-0314,AFC Sushi @ Jewel Osco 3487,2485 HOWARD ST,Evanston,IL,60202,"2485 HOWARD ST
Evanston, IL 60202
(42.019174, -87.708157)",04/25/2017
09FOOD-0169,Wingstop,"2434 MAIN ST, SUITE F",Evanston,IL,60202,"2434 MAIN ST, SUITE F
Evanston, IL 60202
(42.033674, -87.707026)",04/25/2017
09FOOD-0237,Tein Li Chow,2485 HOWARD ST,Evanston,IL,60202,"2485 HOWARD ST
Evanston, IL 60202
(42.019174, -87.708157)",04/25/2017
09FOOD-0359,Jewel Osco #3487,2485 HOWARD ST,Evanston,IL,60202,"2485 HOWARD ST
Evanston, IL 60202
(42.019174, -87.708157)",04/25/2017
10FOOD-0019,The Grove of Evanston,500 ASBURY AVE,Evanston,IL,60202,"500 ASBURY AVE
Evanston, IL 60202
(42.026955, -87.690101)",04/25/2017
09FOOD-0288,ETHS,1600 DODGE AVE,Evanston,IL,60201,"1600 DODGE AVE
Evanston, IL 60201
(42.046601, -87.699034)",04/27/2017
10FOOD-0022,Bar Louie,1520 SHERMAN AVE,Evanston,IL,60201,"1520 SHERMAN AVE
Evanston, IL 60201
(42.045213, -87.68191)",04/28/2017
09FOOD-0119,Foodstuffs,2106 CENTRAL ST,Evanston,IL,60201,"2106 CENTRAL ST
Evanston, IL 60201
(42.064349, -87.702436)",04/28/2017
09FOOD-0240,Celtic Knot Public House,626 CHURCH ST,Evanston,IL,60201,"626 CHURCH ST
Evanston, IL 60201
(42.048073, -87.68011)",04/25/2017
09FOOD-0090,Oceanique,505 MAIN ST,Evanston,IL,60202,"505 MAIN ST
Evanston, IL 60202
(42.033936, -87.678272)",04/25/2017
14FOOD-0018,Ten Mile House,1700 CENTRAL ST,Evanston,IL,60201,"1700 CENTRAL ST
Evanston, IL 60201
(42.064298, -87.696214)",04/28/2017
15FOOD-0025,La Principal,700 MAIN ST,Evanston,IL,60202,"700 MAIN ST
Evanston, IL 60202
(42.033962, -87.680429)",04/28/2017
16FOOD-0004,Y.O.U.,1911 CHURCH ST,Evanston,IL,60201,"1911 CHURCH ST
Evanston, IL 60201
(42.048356, -87.699642)",02/09/2017
16FOOD-0022,Asian Cajun Too,1322 CHICAGO AVE,Evanston,IL,60201,"1322 CHICAGO AVE
Evanston, IL 60201
(42.042042, -87.680584)",01/17/2017
09FOOD-0372,Hunan Spring,635 CHICAGO AVE,Evanston,IL,60202,"635 CHICAGO AVE
Evanston, IL 60202
(42.029984, -87.678596)",03/23/2017
09FOOD-0375,Westminster Place,3200 GRANT ST,Evanston,IL,60201,"3200 GRANT ST
Evanston, IL 60201
(42.058918, -87.721945)",05/01/2017
09FOOD-0074,Le Peep #8533,827 CHURCH ST,Evanston,IL,60201,"827 CHURCH ST
Evanston, IL 60201
(42.048461, -87.682179)",05/02/2017
16FOOD-0026,Yeero Revolution,1009 DAVIS ST,Evanston,IL,60201,"1009 DAVIS ST
Evanston, IL 60201
(42.047056, -87.685294)",05/02/2017
09FOOD-0121,Jewel Osco #3428,1128 CHICAGO AVE,Evanston,IL,60202,"1128 CHICAGO AVE
Evanston, IL 60202
(42.039455, -87.680467)",05/02/2017
09FOOD-0297,Dewey Elementary School,1551 WESLEY AVE,Evanston,IL,60201,"1551 WESLEY AVE
Evanston, IL 60201
(42.045665, -87.692029)",05/02/2017
17FOOD-0002,Subway,"900 CHICAGO AVE, SUITE 101",Evanston,IL,60202,"900 CHICAGO AVE, SUITE 101
Evanston, IL 60202
(42.034425, -87.67948)",02/14/2017
09FOOD-0020,The Mather,425 DAVIS ST,Evanston,IL,60201,"425 DAVIS ST
Evanston, IL 60201
(42.04534, -87.676482)",05/02/2017
09FOOD-0092,Lucky Platter,514 MAIN ST,Evanston,IL,60202,"514 MAIN ST
Evanston, IL 60202
(42.033936, -87.678437)",05/02/2017
09FOOD-0320,Campagnola,815 CHICAGO AVE,Evanston,IL,60202,"815 CHICAGO AVE
Evanston, IL 60202
(42.032558, -87.679122)",05/02/2017
09FOOD-0290,King Lab Magnet School,2424 LAKE ST,Evanston,IL,60201,"2424 LAKE ST
Evanston, IL 60201
(42.04407, -87.707199)",05/02/2017
17FOOD-0011,MBG Products,1043 CHICAGO AVE,Evanston,IL,60202,"1043 CHICAGO AVE
Evanston, IL 60202
(42.036463, -87.679883)",04/11/2017
17FOOD-0009,Zen Shiatsu Chicago,"825 CHICAGO AVE, SUITE A",Evanston,IL,60202,"825 CHICAGO AVE, SUITE A
Evanston, IL 60202
(42.03288, -87.679184)",04/11/2017
16FOOD-0035,Sam's Chicken & Ribs & Pizza,1639 ORRINGTON AVE,Evanston,IL,60201,"1639 ORRINGTON AVE
Evanston, IL 60201
(42.047306, -87.681263)",05/03/2017
15FOOD-0008,Frio Gelato,517 DEMPSTER ST,Evanston,IL,60201,"517 DEMPSTER ST
Evanston, IL 60201
(42.041195, -87.679728)",05/03/2017
09FOOD-0263,Delta Zeta,717 UNIVERSITY PL,Evanston,IL,60201,"717 UNIVERSITY PL
Evanston, IL 60201
(42.051249, -87.680139)",05/04/2017
09FOOD-0275,Sargent Hall,2245 SHERIDAN RD,Evanston,IL,60208,"2245 SHERIDAN RD
Evanston, IL 60208
(42.058586, -87.677133)",05/04/2017
09FOOD-0061,Cold Stone Creamery,1611 SHERMAN AVE,Evanston,IL,60201,"1611 SHERMAN AVE
Evanston, IL 60201
(42.047585, -87.68183)",05/04/2017
13FOOD-0009,La Macchina Cafe,1620 ORRINGTON AVE,Evanston,IL,60201,"1620 ORRINGTON AVE
Evanston, IL 60201
(42.047015, -87.681391)",05/05/2017
09FOOD-0301,Oakton Elementary School,436 RIDGE AVE,Evanston,IL,60202,"436 RIDGE AVE
Evanston, IL 60202
(42.025959, -87.685384)",05/05/2017
09FOOD-0299,Lincoln Elementary School,910 FOREST AVE,Evanston,IL,60202,"910 FOREST AVE
Evanston, IL 60202
(42.034102, -87.67482)",05/05/2017
09FOOD-0309,Starbucks #255,2114 CENTRAL ST,Evanston,IL,60201,"2114 CENTRAL ST
Evanston, IL 60201
(42.064349, -87.702761)",05/05/2017
09FOOD-0069,Evanston Grill,1047 CHICAGO AVE B,Evanston,IL,60202,"1047 CHICAGO AVE B
Evanston, IL 60202
(42.037386, -87.680076)",05/04/2017
14FOOD-0042,Hyatt House,1515 CHICAGO AVE,Evanston,IL,60201,"1515 CHICAGO AVE
Evanston, IL 60201
(42.04558, -87.680002)",05/04/2017
09FOOD-0283,Plaza Cafe,1970 CAMPUS DR,Evanston,IL,60208,"1970 CAMPUS DR
Evanston, IL 60208
(42.053313, -87.673403)",05/08/2017
09FOOD-0107,Fleetwood Jourdain Community Center,1655 FOSTER ST,Evanston,IL,60201,"1655 FOSTER ST
Evanston, IL 60201
(42.053862, -87.695176)",05/05/2017
10FOOD-0026,The Mather South,450 DAVIS ST,Evanston,IL,60201,"450 DAVIS ST
Evanston, IL 60201
(42.045614, -87.677516)",05/08/2017
09FOOD-0278,Allen Center,2169 CAMPUS DR,Evanston,IL,60208,"2169 CAMPUS DR
Evanston, IL 60208
(42.056455, -87.673448)",05/08/2017
09FOOD-0178,St. Athanasius School,2510 ASHLAND AVE,Evanston,IL,60201,"2510 ASHLAND AVE
Evanston, IL 60201
(42.062891, -87.693911)",05/09/2017
09FOOD-0264,Gamma Phi Beta,640 EMERSON ST,Evanston,IL,60201,"640 EMERSON ST
Evanston, IL 60201
(42.052082, -87.678312)",05/09/2017
09FOOD-0358,Joy Yee's Noodles,521 DAVIS ST,Evanston,IL,60201,"521 DAVIS ST
Evanston, IL 60201
(42.045983, -87.678905)",05/09/2017
09FOOD-0305,Willard Elementary School,2700 HURD AVE,Evanston,IL,60201,"2700 HURD AVE
Evanston, IL 60201
(42.066816, -87.716525)",05/09/2017
09FOOD-0262,Delta Gamma,618 EMERSON ST,Evanston,IL,60201,"618 EMERSON ST
Evanston, IL 60201
(42.052073, -87.677747)",05/09/2017
09FOOD-0066,Symphony's,1945 CENTRAL ST,Evanston,IL,60201,"1945 CENTRAL ST
Evanston, IL 60201
(42.064333, -87.700924)",05/09/2017
15FOOD-0005,Valli Produce,1910 DEMPSTER ST,Evanston,IL,60202,"1910 DEMPSTER ST
Evanston, IL 60202
(42.041109, -87.700019)",05/09/2017
09FOOD-0291,Nichols Middle School,800 GREENLEAF ST,Evanston,IL,60202,"800 GREENLEAF ST
Evanston, IL 60202
(42.037589, -87.682134)",05/10/2017
09FOOD-0128,Puerta Abierta,933 CHICAGO AVE,Evanston,IL,60202,"933 CHICAGO AVE
Evanston, IL 60202
(42.034859, -87.679563)",05/10/2017
09FOOD-0256,Phi Kappa Psi,2247 SHERIDAN RD,Evanston,IL,60208,"2247 SHERIDAN RD
Evanston, IL 60208
(42.058615, -87.677134)",05/10/2017
09FOOD-0304,Washington Elementary School,914 ASHLAND AVE,Evanston,IL,60202,"914 ASHLAND AVE
Evanston, IL 60202
(42.034607, -87.69305)",05/10/2017
13FOOD-0004,Farmhouse Tavern,703 CHURCH ST,Evanston,IL,60201,"703 CHURCH ST
Evanston, IL 60201
(42.048277, -87.680843)",04/28/2017
09FOOD-0374,Sigma Chi,2249 SHERIDAN RD,Evanston,IL,60208,"2249 SHERIDAN RD
Evanston, IL 60208
(42.058644, -87.677134)",05/10/2017
09FOOD-0356,Lambda Chi Alpha,2339 SHERIDAN RD,Evanston,IL,60208,"2339 SHERIDAN RD
Evanston, IL 60208
(42.060551, -87.677093)",05/15/2017
09FOOD-0019,Phi Delta Theta,2347 SHERIDAN RD,Evanston,IL,60208,"2347 SHERIDAN RD
Evanston, IL 60208
(42.060661, -87.677093)",05/15/2017
09FOOD-0087,Sarkis Cafe,2632 GROSS POINT RD,Evanston,IL,60201,"2632 GROSS POINT RD
Evanston, IL 60201
(42.065554, -87.727092)",05/16/2017
09FOOD-0265,Kappa Alpha Theta,619 UNIVERSITY PL,Evanston,IL,60201,"619 UNIVERSITY PL
Evanston, IL 60201
(42.051195, -87.677995)",05/16/2017
17FOOD-0013,Lagoon Building,1631 SHERIDAN RD,Evanston,IL,60201,"1631 SHERIDAN RD
Evanston, IL 60201
(42.046091, -87.67399)",05/16/2017
09FOOD-0294,Pope John XXIII School,1120 WASHINGTON ST,Evanston,IL,60202,"1120 WASHINGTON ST
Evanston, IL 60202
(42.032845, -87.688395)",05/16/2017
09FOOD-0259,Alpha Phi,701 UNIVERSITY PL,Evanston,IL,60201,"701 UNIVERSITY PL
Evanston, IL 60201
(42.05124, -87.679786)",05/16/2017
09FOOD-0261,Delta Delta Delta,625 UNIVERSITY PL,Evanston,IL,60201,"625 UNIVERSITY PL
Evanston, IL 60201
(42.051208, -87.678127)",05/16/2017
09FOOD-0282,Lisa's Cafe,2332 CAMPUS DR,Evanston,IL,60208,"2332 CAMPUS DR
Evanston, IL 60208
(42.059099, -87.674753)",05/17/2017
15FOOD-0012,The Spice & Tea Exchange of Evanston,1615 SHERMAN AVE,Evanston,IL,60201,"1615 SHERMAN AVE
Evanston, IL 60201
(42.047252, -87.681839)",05/17/2017
12FOOD-0042,Zeta Beta Tau Fraternity,2251 SHERIDAN RD,Evanston,IL,60208,"2251 SHERIDAN RD
Evanston, IL 60208
(42.058673, -87.677134)",05/17/2017
15FOOD-0016,First Slice Pie Cafe @Gibbs-Morrison Cultural Center,1823 CHURCH ST,Evanston,IL,60201,"1823 CHURCH ST
Evanston, IL 60201
(42.048391, -87.697987)",05/17/2017
09FOOD-0260,Chi Omega,1870 ORRINGTON AVE,Evanston,IL,60201,"1870 ORRINGTON AVE
Evanston, IL 60201
(42.052718, -87.679782)",05/17/2017
09FOOD-0277,Tech Express,2145 SHERIDAN RD,Evanston,IL,60208,"2145 SHERIDAN RD
Evanston, IL 60208
(42.056691, -87.677158)",05/17/2017
13FOOD-0045,Starbucks #243,1734 SHERMAN AVE,Evanston,IL,60201,"1734 SHERMAN AVE
Evanston, IL 60201
(42.049558, -87.681792)",05/18/2017
09FOOD-0177,NU Sodexo Great Room,600 HAVEN ST,Evanston,IL,60201,"600 HAVEN ST
Evanston, IL 60201
(42.057284, -87.677155)",05/18/2017
09FOOD-0418,Vineyard Christian Fellowship,2495 HOWARD ST,Evanston,IL,60202,"2495 HOWARD ST
Evanston, IL 60202
(42.019167, -87.708617)",05/22/2017
14FOOD-0022,Aramark@NU Kellogg School of Management,2211 CAMPUS DR,Evanston,IL,60208,"2211 CAMPUS DR
Evanston, IL 60208
(42.0576, -87.673134)",05/22/2017
09FOOD-0053,Target Store T-927,2209 HOWARD ST,Evanston,IL,60202,"2209 HOWARD ST
Evanston, IL 60202
(42.019249, -87.70456)",05/23/2017
13FOOD-0016,Trader Joe's #702,1211 CHICAGO AVE,Evanston,IL,60202,"1211 CHICAGO AVE
Evanston, IL 60202
(42.03985, -87.680545)",05/24/2017
15FOOD-0054,Sweet Temptation Bake Shop,607 HOWARD ST,Evanston,IL,60202,"607 HOWARD ST
Evanston, IL 60202
(42.019459, -87.678293)",05/24/2017
09FOOD-0135,McDonald's #82,1117 HOWARD ST,Evanston,IL,60202,"1117 HOWARD ST
Evanston, IL 60202
(42.019546, -87.687553)",05/24/2017
11FOOD-0043,Delta Tau Delta,2317 SHERIDAN RD,Evanston,IL,60208,"2317 SHERIDAN RD
Evanston, IL 60208
(42.059932, -87.677117)",05/25/2017
12FOOD-0057,Forever Yogurt Evanston LLC,1739 SHERMAN AVE,Evanston,IL,60201,"1739 SHERMAN AVE
Evanston, IL 60201
(42.049674, -87.681786)",05/25/2017
09FOOD-0398,First United Methodist Church,516 CHURCH ST,Evanston,IL,60201,"516 CHURCH ST
Evanston, IL 60201
(42.047425, -87.677756)",05/26/2017
12FOOD-0047,The Wine Goddess,702 MAIN ST,Evanston,IL,60202,"702 MAIN ST
Evanston, IL 60202
(42.033963, -87.680542)",05/30/2017
13FOOD-0038,Tomate Fresh Kitchen,914 1/2 NOYES ST,Evanston,IL,60201,"914 1/2 NOYES ST
Evanston, IL 60201
(42.058448, -87.68401)",05/30/2017
15FOOD-0039,Starbucks #2444,519 MAIN ST,Evanston,IL,60202,"519 MAIN ST
Evanston, IL 60202
(42.033937, -87.678582)",05/30/2017
09FOOD-0054,Peet's Coffee & Tea,1622 CHICAGO AVE,Evanston,IL,60201,"1622 CHICAGO AVE
Evanston, IL 60201
(42.046536, -87.679516)",05/31/2017
09FOOD-0114,The Woman's Club of Evanston,1702 CHICAGO AVE,Evanston,IL,60201,"1702 CHICAGO AVE
Evanston, IL 60201
(42.047876, -87.678888)",05/31/2017
13FOOD-0002,Subway,845 DODGE AVE,Evanston,IL,60202,"845 DODGE AVE
Evanston, IL 60202
(42.03336, -87.699322)",05/31/2017
09FOOD-0106,Evanston Hospital,1301 CENTRAL ST,Evanston,IL,60201,"1301 CENTRAL ST
Evanston, IL 60201
(42.064249, -87.689854)",05/31/2017
12FOOD-0041,The Supreme Burrito #1,843 DODGE AVE,Evanston,IL,60202,"843 DODGE AVE
Evanston, IL 60202
(42.033552, -87.699319)",06/01/2017
11FOOD-0028,Sugar & Spice,1205 HARTREY AVE,Evanston,IL,60202,"1205 HARTREY AVE
Evanston, IL 60202
(42.038944, -87.703856)",06/01/2017
13FOOD-0028,Frio Gelato,1701 SIMPSON ST,Evanston,IL,60201,"1701 SIMPSON ST
Evanston, IL 60201
(42.055689, -87.695738)",06/06/2017
13FOOD-0031,Leonida's Chocolates,1907 CENTRAL ST,Evanston,IL,60201,"1907 CENTRAL ST
Evanston, IL 60201
(42.06432, -87.699087)",06/06/2017
09FOOD-0397,First Presbyterian Church,1427 CHICAGO AVE,Evanston,IL,60201,"1427 CHICAGO AVE
Evanston, IL 60201
(42.043427, -87.680572)",06/07/2017
10FOOD-0037,Subway #46615,3330 CENTRAL ST,Evanston,IL,60201,"3330 CENTRAL ST
Evanston, IL 60201
(42.064577, -87.726773)",06/07/2017
09FOOD-0400,Hill Arboretum Apartments,2040 BROWN AVE,Evanston,IL,60201,"2040 BROWN AVE
Evanston, IL 60201
(42.055257, -87.700412)",06/08/2017
09FOOD-0224,Panino's Cafe & Bar,1968 DEMPSTER ST,Evanston,IL,60202,"1968 DEMPSTER ST
Evanston, IL 60202
(42.041108, -87.700539)",06/08/2017
09FOOD-0281,Einstein Bros,2200 CAMPUS DR,Evanston,IL,60208,"2200 CAMPUS DR
Evanston, IL 60208
(42.057445, -87.673123)",06/09/2017
16FOOD-0043,Insomnia Cookies,1725 SHERMAN AVE,Evanston,IL,60201,"1725 SHERMAN AVE
Evanston, IL 60201
(42.04944, -87.681798)",06/09/2017
14FOOD-0043,The Unicorn Cafe,1723 SHERMAN AVE,Evanston,IL,60201,"1723 SHERMAN AVE
Evanston, IL 60201
(42.04944, -87.681798)",06/09/2017
11FOOD-0039,Subway #53951,724 CLARK ST,Evanston,IL,60201,"724 CLARK ST
Evanston, IL 60201
(42.049909, -87.681332)",06/09/2017
17FOOD-0007,Sushi Burrito,1565 SHERMAN AVE,Evanston,IL,60201,"1565 SHERMAN AVE
Evanston, IL 60201
(42.045902, -87.681879)",06/09/2017
09FOOD-0184,Albany Care,901 MAPLE AVE,Evanston,IL,60202,"901 MAPLE AVE
Evanston, IL 60202
(42.034163, -87.685223)",06/12/2017
14FOOD-0017,El Pueblito Mexican Grill 2,1805 HOWARD ST,Evanston,IL,60202,"1805 HOWARD ST
Evanston, IL 60202
(42.019385, -87.698301)",06/12/2017
09FOOD-0045,Mustard's Last Stand,1613 CENTRAL ST,Evanston,IL,60201,"1613 CENTRAL ST
Evanston, IL 60201
(42.064296, -87.694751)",06/12/2017
15FOOD-0023,Giordano's,1527 CHICAGO AVE,Evanston,IL,60201,"1527 CHICAGO AVE
Evanston, IL 60201
(42.046054, -87.679754)",06/13/2017
09FOOD-0182,Evanston Hospital,2650 RIDGE AVE,Evanston,IL,60201,"2650 RIDGE AVE
Evanston, IL 60201
(42.0653, -87.683293)",06/13/2017
09FOOD-0215,Hearth Restaurant,1625 HINMAN AVE,Evanston,IL,60201,"1625 HINMAN AVE
Evanston, IL 60201
(42.046732, -87.677506)",06/13/2017
15FOOD-0027,Papa John's Pizza,1743 BENSON AVE,Evanston,IL,60201,"1743 BENSON AVE
Evanston, IL 60201
(42.050082, -87.683352)",06/13/2017
09FOOD-0117,Bennison's Bakery,1000 DAVIS ST,Evanston,IL,60201,"1000 DAVIS ST
Evanston, IL 60201
(42.047053, -87.685091)",06/14/2017
10FOOD-0049,Edible Arrangements,1630 MAPLE AVE,Evanston,IL,60201,"1630 MAPLE AVE
Evanston, IL 60201
(42.047893, -87.685115)",06/06/2017
09FOOD-0415,St. Paul Lutheran Church,1004 GREENWOOD ST,Evanston,IL,60201,"1004 GREENWOOD ST
Evanston, IL 60201
(42.042706, -87.685356)",06/15/2017
14FOOD-0032,Rocky Miller Park - Concessions/Food Service,2751 ASHLAND AVE,Evanston,IL,60201,"2751 ASHLAND AVE
Evanston, IL 60201
(42.068126, -87.693807)",04/19/2017
09FOOD-0355,Lou Malnati's Pizzeria,1850 SHERMAN AVE,Evanston,IL,60201,"1850 SHERMAN AVE
Evanston, IL 60201
(42.051336, -87.681778)",06/15/2017
15FOOD-0043,Snow Dragon Shavery and Yogurt,809 DAVIS ST,Evanston,IL,60201,"809 DAVIS ST
Evanston, IL 60201
(42.046945, -87.682548)",06/06/2017
09FOOD-0369,Einstein Bros Bagels #1399,1745 SHERMAN AVE,Evanston,IL,60201,"1745 SHERMAN AVE
Evanston, IL 60201
(42.049568, -87.681792)",06/05/2017
08FOOD-0184,Ted's Snack Shop,1824 CRAIN ST,Evanston,IL,60202,"1824 CRAIN ST
Evanston, IL 60202
(42.039313, -87.698836)",06/06/2017
09FOOD-0307,Starbucks #241,528 DEMPSTER ST,Evanston,IL,60202,"528 DEMPSTER ST
Evanston, IL 60202
(42.041197, -87.679854)",06/15/2017
12FOOD-0033,Cheesie's Pub & Grub,622 DAVIS ST,Evanston,IL,60201,"622 DAVIS ST
Evanston, IL 60201
(42.046527, -87.68093)",06/16/2017
09FOOD-0373,Evanston Post 42,1030 CENTRAL ST,Evanston,IL,60201,"1030 CENTRAL ST
Evanston, IL 60201
(42.064176, -87.686042)",06/07/2017
09FOOD-0357,Koi Chinese & Sushi,624 DAVIS ST,Evanston,IL,60201,"624 DAVIS ST
Evanston, IL 60201
(42.046442, -87.680618)",06/16/2017
15FOOD-0013,Jimmy John's Restaurant,1241 CHICAGO AVE,Evanston,IL,60202,"1241 CHICAGO AVE
Evanston, IL 60202
(42.040642, -87.680588)",06/16/2017
16FOOD-0029,Evanston Food Mart,2401 DEMPSTER ST,Evanston,IL,60201,"2401 DEMPSTER ST
Evanston, IL 60201
(42.041003, -87.706914)",06/07/2017
11FOOD-0018,Grace Lutheran Church,1430 SOUTH BLVD,Evanston,IL,60202,"1430 SOUTH BLVD
Evanston, IL 60202
(42.02776, -87.693232)",06/19/2017
09FOOD-0099,Chicken Shack,1925 RIDGE AVE,Evanston,IL,60201,"1925 RIDGE AVE
Evanston, IL 60201
(42.052886, -87.687691)",06/19/2017
16FOOD-0034,Bottle & Bottega of Evanston,1016 DAVIS ST,Evanston,IL,60201,"1016 DAVIS ST
Evanston, IL 60201
(42.047067, -87.686046)",06/19/2017
09FOOD-0306,Starbucks #8667,3330 CENTRAL ST,Evanston,IL,60201,"3330 CENTRAL ST
Evanston, IL 60201
(42.064577, -87.726773)",06/19/2017
10FOOD-0045,Friendship Baptist Church,2201 FOSTER ST,Evanston,IL,60201,"2201 FOSTER ST
Evanston, IL 60201
(42.053333, -87.703745)",06/19/2017
09FOOD-0064,Mary Lou's Place,1215 CHURCH ST,Evanston,IL,60201,"1215 CHURCH ST
Evanston, IL 60201
(42.048524, -87.689007)",06/20/2017
09FOOD-0068,Cross-Rhodes,913 1/2 CHICAGO AVE,Evanston,IL,60202,"913 1/2 CHICAGO AVE
Evanston, IL 60202
(42.034304, -87.679457)",06/20/2017
09FOOD-0411,Second Baptist Church,1717 BENSON AVE,Evanston,IL,60201,"1717 BENSON AVE
Evanston, IL 60201
(42.04892, -87.683384)",06/20/2017
12FOOD-0048,Upstairs Cafe,1826 CENTRAL ST,Evanston,IL,60201,"1826 CENTRAL ST
Evanston, IL 60201
(42.064304, -87.698205)",06/21/2017
09FOOD-0393,Early Childhood Program Head Start / Pre-K,1500 MCDANIEL AVE,Evanston,IL,60201,"1500 MCDANIEL AVE
Evanston, IL 60201
(42.044629, -87.708393)",06/21/2017
09FOOD-0140,Doorway To Learning,1500 MCDANIEL AVE,Evanston,IL,60201,"1500 MCDANIEL AVE
Evanston, IL 60201
(42.044629, -87.708393)",06/21/2017
09FOOD-0366,Davis Pantry,927 DAVIS ST,Evanston,IL,60201,"927 DAVIS ST
Evanston, IL 60201
(42.047046, -87.684553)",06/20/2017
16FOOD-0008,YaHala Inn,825 CHURCH ST,Evanston,IL,60201,"825 CHURCH ST
Evanston, IL 60201
(42.048471, -87.682845)",06/21/2017
10FOOD-0008,Andy's Frozen Custard,719 CHURCH ST,Evanston,IL,60201,"719 CHURCH ST
Evanston, IL 60201
(42.048296, -87.680917)",06/21/2017
09FOOD-0352,Open Pantry,821 DEMPSTER ST,Evanston,IL,60201,"821 DEMPSTER ST
Evanston, IL 60201
(42.04121, -87.683022)",06/20/2017
14FOOD-0030,Little Beans Cafe,430 ASBURY AVE,Evanston,IL,60202,"430 ASBURY AVE
Evanston, IL 60202
(42.026154, -87.690107)",06/21/2017
16FOOD-0005,Wired Coffee House,901 DAVIS ST,Evanston,IL,60201,"901 DAVIS ST
Evanston, IL 60201
(42.047043, -87.684411)",06/22/2017
